State,City,%medianIncome,%highSchoolAbove25,%belowPoverty,%White,%Black,%NativeAmerican,%Asian,%Hispanic,ID
NY,Flower Hill village,208424,93.9,8,82.8,0.7,0,12.7,5.8,CS16005
NY,Fonda village,40208,89.8,8.8,97.6,0.4,0,0.5,2.9,CS16006
NY,Forest Home CDP,32778,99,22.4,59.1,2.1,0,35.5,5.6,CS16007
NY,Forestville village,45000,90.8,19.7,96.3,0.7,1,0.4,1.7,CS16008
NY,Fort Ann village,68482,93.6,8.1,98.1,0,0,0.6,4.5,CS16009
NY,Fort Covington Hamlet CDP,41406,88.7,18.6,80.8,0.4,14.2,0.1,3.2,CS16010
NY,Fort Drum CDP,41966,95.6,13.7,72.4,13,1,2.7,15.5,CS16011
NY,Fort Edward village,48827,89.1,15,96.9,1,0.2,0.2,1.5,CS16012
NY,Fort Johnson village,63047,92.1,12.4,95.7,0.6,0.2,0.8,2.2,CS16013
NY,Fort Montgomery CDP,92250,91.2,9,86.1,3.6,0.8,1.2,10.9,CS16014
NY,Fort Plain village,31364,83.3,27.5,96.9,0.5,0.3,0.2,2.5,CS16015
NY,Fort Salonga CDP,122554,98,5.8,95.2,0.9,0.1,2.2,3.9,CS16016
NY,Fowlerville CDP,16719,76.1,56.6,93.8,1.3,0,3.1,2.2,CS16017
NY,Frankfort village,43208,87.5,21.6,97,0.7,0.2,0.3,1.5,CS16018
NY,Franklin village,46944,92.7,12.8,96.3,1.1,0,0.3,1.6,CS16019
NY,Franklin Square CDP,96568,88.4,5.4,83.3,3.2,0.3,7.2,13.3,CS16020
NY,Franklinville village,36726,89.7,24.2,97,0.1,0.3,0.9,1.7,CS16021
NY,Fredonia village,47910,96.2,19.1,93.8,1.8,0.3,1.6,3.9,CS16022
NY,Freedom Plains CDP,58125,95.5,4.2,90.3,1.4,0,4.5,5.7,CS16023
NY,Freeport village,72574,81.2,13.8,40.5,33.3,0.8,1.6,41.7,CS16024
NY,Freeville village,64375,99.2,10.9,94.2,3.5,0.4,0.2,1,CS16025
NY,Frewsburg CDP,47773,89.1,10.1,97.3,0.5,0.5,0,0.9,CS16026
NY,Friendship CDP,28782,82,36.2,97.8,0.6,0.4,0.1,1.8,CS16027
NY,Fulton city,36126,83.8,31.1,95.5,1,0.5,0.5,3.1,CS16028
NY,Fultonville village,39758,84.3,13.3,96.9,0.5,0,2,1.7,CS16029
NY,Gainesville village,41250,91.1,4.4,99.6,0,0,0,0.9,CS16030
NY,Galeville CDP,42097,82.6,11.9,88.4,4.8,0.6,2.7,3.3,CS16031
NY,Galway village,59615,88.3,5.7,99.5,0,0,0,1,CS16032
NY,Gang Mills CDP,84920,92.3,7.9,80.5,3.7,0.3,13.3,1.8,CS16033
NY,Garden City village,153506,97.4,3.9,93,1.4,0.1,3.6,4.5,CS16034
NY,Garden City Park CDP,98621,90.3,3.1,56.4,3.8,0.3,33.1,12.1,CS16035
NY,Garden City South CDP,106935,88.6,5.1,89.6,1,0.2,5.7,7.9,CS16036
NY,Gardiner CDP,56917,91.8,10,91.4,1.5,0.2,0.4,8.9,CS16037
NY,Gardnertown CDP,69594,90.9,2.4,77.7,9.9,0.4,1.9,16.9,CS16038
NY,Gasport CDP,46347,91.6,11.7,96.6,0.6,0.6,0.3,1.3,CS16039
NY,Gates CDP,50729,84.6,8.6,84.6,8.7,0.2,2.9,4.8,CS16040
NY,Geneseo village,38051,88.4,41.5,88.8,2.3,0.2,5.3,3.9,CS16041
NY,Geneva city,40000,87.1,24.1,77.3,10.5,0.3,1.7,13.2,CS16042
NY,Germantown CDP,64792,96.6,5.2,94.8,0.6,0.2,1.8,4.3,CS16043
NY,Ghent CDP,53882,91.5,29.3,97.3,0.5,0,0.2,4.4,CS16044
NY,Gilbertsville village,43281,87.8,17.5,98.5,0.5,0.3,0.3,1,CS16045
NY,Gilgo CDP,159479,100,0,100,0,0,0,2.3,CS16046
NY,Glasco CDP,54459,80,11.8,92.8,1.7,0.1,2.3,5.2,CS16047
NY,Glen Aubrey CDP,58438,87.3,14.3,97.3,0.6,0,0,0.4,CS16048
NY,Glen Cove city,68362,80.3,14.6,74.2,7.2,0.4,4.6,27.9,CS16049
NY,Glen Head CDP,108333,94.5,1.9,91.8,0.9,0.1,3.4,8.1,CS16050
NY,Glen Park village,51500,88.2,11.3,96.8,1,0,0.2,1,CS16051
NY,Glens Falls city,45395,89.3,16.1,94.7,1.8,0.3,0.6,2.3,CS16052
NY,Glens Falls North CDP,59938,95.2,10,95.8,1.1,0.2,1.4,1.9,CS16053
NY,Glenwood Landing CDP,124615,98.2,1.3,92.9,0.8,0.1,3.7,6.1,CS16054
NY,Gloversville city,35044,80.7,29.1,93.4,2.8,0.3,0.5,3.4,CS16055
NY,Golden's Bridge CDP,122406,99.2,2.2,92.7,2.5,0,2.6,5.6,CS16056
NY,Gordon Heights CDP,71447,82,16,28.7,52.9,1.9,1.9,25,CS16057
NY,Gorham CDP,61036,100,0,96.9,1,0.2,0.2,1.8,CS16058
NY,Goshen village,73750,92.8,6.1,84.5,3.7,0.4,2.3,15.3,CS16059
NY,Gouverneur village,35175,86.7,27.7,95.3,1.1,0.5,0.8,2.2,CS16060
NY,Gowanda village,40386,83.2,21,90.6,0.7,5.5,0.4,3,CS16061
NY,Grand View-on-Hudson village,126250,99.6,1.7,91.2,5.6,0,1.1,6,CS16062
NY,Grandyle Village CDP,67868,93.9,10.8,95.4,1.3,0.6,1.5,2.1,CS16063
NY,Granville village,38194,85.3,18.8,97.2,0.6,0.5,0.4,1.3,CS16064
NY,Great Bend CDP,77917,92.7,11.8,91.9,2.1,0.6,1.8,3,CS16065
NY,Great Neck village,90382,90.3,5.9,82.8,2,0.2,7.2,10.2,CS16066
NY,Great Neck Estates village,176250,98.3,0.6,86.4,0.8,0.1,10.2,2.9,CS16067
NY,Great Neck Gardens CDP,100357,86.1,15.3,83.1,0.8,0.1,12.1,1.7,CS16068
NY,Great Neck Plaza village,67138,92.7,6.7,82.2,1.5,0,11.6,7.8,CS16069
NY,Great River CDP,128214,97.8,3.1,96.8,0.5,0,1.8,4.2,CS16070
NY,Greece CDP,48028,91.8,8.4,88.2,5.4,0.3,2.4,5.4,CS16071
NY,Greene village,48188,91.5,11.8,98.9,0.1,0,0.1,0.6,CS16072
NY,Green Island village,55000,93.2,10.7,89.2,5,0.5,1.8,3.3,CS16073
NY,Greenlawn CDP,86563,92.4,6.7,74,13.9,0.4,4.1,12.5,CS16074
NY,Greenport village,56212,81,17.7,66.5,10.4,0.2,0.6,34,CS16075
NY,Greenport West CDP,56806,95.3,15.1,81.5,5.4,0.4,0.8,15.4,CS16076
NY,Greenvale CDP,95417,93.2,7.9,69.7,1.9,0.3,18.8,13.6,CS16077
NY,Greenville CDP (Greene County),45333,79.1,10.5,94.5,1.7,0.4,1.7,2.9,CS16078
NY,Greenville CDP (Westchester County),200952,96.3,4.6,73.3,1.5,0.1,22.2,4.8,CS16079
NY,Greenwich village,46146,93.6,11.5,97.4,0.5,0.3,0.5,1.1,CS16080
NY,Greenwood Lake village,78611,95.1,2.9,89.8,2.5,0.7,2.3,12.4,CS16081
NY,Greigsville CDP,92045,95.9,0,96.7,1.4,0,0,3.3,CS16082
NY,Groton village,48403,91.1,13.8,95.4,1.6,0,0.8,1.8,CS16083
NY,Groveland Station CDP,46042,89.8,15.8,95.4,0,0.7,2.5,1.4,CS16084
NY,Guilford CDP,41364,88,8.8,98.9,0,0.6,0.3,0.6,CS16085
NY,Hadley CDP,48000,86.1,9.8,95.6,1.5,0.9,0.2,2.7,CS16086
NY,Hagaman village,56080,93.7,13.8,96.1,0.9,0.3,0.1,3.6,CS16087
NY,Hailesboro CDP,44519,93.7,20,97.3,0.5,0.3,0.2,1.4,CS16088
NY,Halesite CDP,120318,99.4,1.7,96.1,0.8,0,1.5,4.2,CS16089
NY,Hall CDP,103654,93.3,0,99.5,0,0,0.5,0,CS16090
NY,Hamburg village,66426,95.8,5.6,98.2,0.4,0.2,0.4,1.4,CS16091
NY,Hamilton village,71591,93.5,16.2,85.6,5,0.1,5.5,4.6,CS16092
NY,Hamlin CDP,54327,94.2,12.1,94.9,1.2,0.5,0.4,3.2,CS16093
NY,Hammond village,35938,93.9,27.8,95.7,0.7,1.8,1.1,0.7,CS16094
NY,Hammondsport village,56310,95.7,9,97.3,0.9,0.2,0.6,0.3,CS16095
NY,Hampton Bays CDP,75606,89.7,6.6,84.3,1.5,0.3,0.8,28.6,CS16096
NY,Hampton Manor CDP,62745,97.6,13.5,91.6,3.4,0.2,2.1,1.9,CS16097
NY,Hancock village,28333,89.4,16.6,95.2,0.9,0.6,0.8,5.3,CS16098
NY,Hannawa Falls CDP,55735,96.6,10.1,98.3,0.4,0.3,0.3,0.9,CS16099
NY,Hannibal village,53542,88.5,13.1,97.8,0,0.5,0.2,0.4,CS16100
NY,Harbor Hills CDP,141382,87.8,0,93.6,0.3,0,5.2,1.9,CS16101
NY,Harbor Isle CDP,91389,96.6,1.6,94.8,0.8,0,1.8,5.9,CS16102
NY,Harriman village,61688,85.8,8.8,66.9,13.4,0.7,10.4,18.1,CS16103
NY,Harris Hill CDP,86574,97.9,3.3,93.1,1.4,0.1,3.9,1.7,CS16104
NY,Harrison village,104469,90.8,7.9,84.1,2.4,0.2,7.5,11.7,CS16105
NY,Harrisville village,50139,90.3,15.1,98.2,0.2,0.2,0,1,CS16106
NY,Hartsdale CDP,84601,94.3,5.9,72.5,5.5,0.3,16.7,12.1,CS16107
NY,Hartwick CDP,37083,90.1,18.7,96.5,0,0.3,0.2,1.3,CS16108
NY,Hastings-on-Hudson village,124276,97.1,4,85.2,4.6,0.2,4.7,9,CS16109
NY,Hauppauge CDP,105305,96.1,3.5,89.2,2.2,0.1,5.9,7.1,CS16110
NY,Haverstraw village,56061,74,17.3,47.9,12.7,0.8,2.3,67.1,CS16111
NY,Haviland CDP,82885,95.2,4.1,87.2,5.7,0.1,2.2,5.5,CS16112
NY,Hawthorne CDP,105227,90.3,3,93.4,0.9,0,2.7,7.3,CS16113
NY,Head of the Harbor village,140673,97.4,5,95.4,0.7,0,2.6,3.1,CS16114
NY,Hemlock CDP,54861,94.7,0,94.8,0.9,0.2,0.4,1.1,CS16115
NY,Hempstead village,55417,71.2,20.7,21.9,48.3,0.6,1.4,44.2,CS16116
NY,Henderson CDP,23333,94.3,21.8,96.4,0,0,0,0.9,CS16117
NY,Heritage Hills CDP,74886,95.5,4.8,95.7,1.3,0.1,2.1,2.2,CS16118
NY,Herkimer village,38738,89.3,19.7,91.5,4.5,0.3,1.1,3.3,CS16119
NY,Hermon village,33750,80.6,26.8,95,0.2,0.9,0.9,4,CS16120
NY,Herricks CDP,127734,94.1,0.4,52.6,0.5,0.1,43.2,3.9,CS16121
NY,Herrings village,72500,84.7,3.8,86.7,0,0,1.1,3.3,CS16122
NY,Heuvelton village,54500,91,5,98.7,0.1,0.4,0.1,0.3,CS16123
NY,Hewlett CDP,106235,96.6,4.8,85,2.3,0,7.1,10.7,CS16124
NY,Hewlett Bay Park village,"250,000+",97,1.4,92.6,0,0,5.7,5.4,CS16125
NY,Hewlett Harbor village,200000,99.2,1.5,93.7,0.8,0,3.9,2.4,CS16126
NY,Hewlett Neck village,206667,99.1,1.4,93.5,3.8,0,2,2,CS16127
NY,Hicksville CDP,95030,90.8,4.4,70.3,2.3,0.3,19.7,14.5,CS16128
NY,Highland CDP,59406,87.1,14.4,84.4,6.9,0.3,4,7.8,CS16129
NY,Highland Falls village,80475,93.4,5.1,70.4,13,0.8,2.3,18.7,CS16130
NY,Hillburn village,77321,89.9,9.6,52.6,17.1,9,3.8,20,CS16131
NY,Hillcrest CDP,94156,84.2,4.2,21.7,55.8,0.4,10.9,20,CS16132
NY,Hillside CDP,96563,89.6,2.3,93.5,1.7,0,3.1,3.4,CS16133
NY,Hillside Lake CDP,90125,87.3,13.2,90.4,2.4,0.2,1.9,8.2,CS16134
NY,Hilton village,58297,94.9,5.9,96.5,1.5,0.2,0.3,2.3,CS16135
NY,Hobart village,46346,92.3,19.5,95.5,2.5,0.2,0.2,2.7,CS16136
NY,Holbrook CDP,98878,93.2,2.7,91.7,1.6,0.1,3.7,8.5,CS16137
NY,Holland CDP,60125,90.3,14.8,98.2,0.3,0.6,0,1.2,CS16138
NY,Holland Patent village,67708,95.7,9.4,99.3,0.2,0,0,1.7,CS16139
NY,Holley village,35034,88.4,26.3,96.2,1.1,0.2,0.1,3,CS16140
NY,Holtsville CDP,92194,92.5,4.8,90.2,1.8,0.2,4.4,10.1,CS16141
NY,Homer village,47083,92.8,11.1,95.7,0.6,0.2,1.2,1.3,CS16142
NY,Honeoye CDP,43026,97.3,0,97.6,0.2,0.2,0.5,0.7,CS16143
NY,Honeoye Falls village,61250,96.4,6.7,96.4,0.7,0.2,0.6,1.8,CS16144
NY,Hoosick Falls village,52045,92.3,10.9,96.7,0.8,0.2,0.5,1.2,CS16145
NY,Hopewell Junction CDP,73462,88.3,7.2,87.2,2.1,0,1.6,8,CS16146
NY,Hornell city,38598,88.8,25.9,93.8,2.3,0.2,0.7,2,CS16147
NY,Horseheads village,53435,93.8,9.6,93.9,1.9,0.2,2.3,1.6,CS16148
NY,Horseheads North CDP,72313,99.2,5,95,1.7,0.1,1.7,1.5,CS16149
NY,Hortonville CDP,64773,94.5,0,98.2,1.8,0,0,3.2,CS16150
NY,Houghton CDP,51042,97,11.9,91.4,2.1,0.2,4.5,1.9,CS16151
NY,Hudson city,34313,80.7,25.1,59,25,0.4,7.1,8.2,CS16152
NY,Hudson Falls village,42392,85.7,24.9,96.4,1.1,0.1,0.4,1.5,CS16153
NY,Hunt CDP,36667,78.9,11.4,94.9,3.8,0,0,2.6,CS16154
NY,Hunter village,27917,95.8,43.4,93.6,0.4,0,2.4,5.4,CS16155
NY,Huntington CDP,110901,96.6,5.3,93.2,2.2,0.1,2.2,5,CS16156
NY,Huntington Bay village,177083,99.3,6.5,96.4,0.5,0,1.8,3.4,CS16157
NY,Huntington Station CDP,73591,77.6,15.2,64,10.9,0.6,3.5,36.7,CS16158
NY,Hurley CDP,78906,95.4,7.1,93.9,1.4,0,2,3.4,CS16159
NY,Hyde Park CDP,75500,94.2,12.8,92.2,3.3,0.1,1.7,4.9,CS16160
NY,Ilion village,39525,89.7,21.2,96,1.2,0.3,0.5,2.4,CS16161
NY,Interlaken village,48958,89,19.8,95.2,1.7,0.3,1.5,0.7,CS16162
NY,Inwood CDP,48494,75.4,17.1,48,24.2,0.7,3.3,42.8,CS16163
NY,Irondequoit CDP,54275,91.9,8.5,86.8,7.7,0.2,1.3,6.2,CS16164
NY,Irvington village,138051,95.7,2.7,87.1,1.9,0.1,7.9,6.2,CS16165
NY,Islandia village,87976,87.5,3.6,62.8,14,0.4,6.1,28.3,CS16166
NY,Island Park village,59254,91.1,17,83.4,1.9,0.2,2.5,26.5,CS16167
NY,Islip CDP,97500,92.4,5.6,86.4,4.7,0.2,2.5,13.8,CS16168
NY,Islip Terrace CDP,96856,94.2,4.6,92.5,1.9,0.2,2.3,8.9,CS16169
NY,Ithaca city,30436,94.2,44.8,70.5,6.6,0.4,16.2,6.9,CS16170
NY,Jamesport CDP,80711,100,20.7,95.7,1.1,0.1,0.4,8.3,CS16171
NY,Jamestown city,30950,85.9,29.3,88.4,4.1,0.6,0.4,8.8,CS16172
NY,Jamestown West CDP,64094,85.5,6.4,97.5,0.6,0,1.3,0.9,CS16173
NY,Jefferson Heights CDP,58281,77.1,5.7,92.2,3.6,0,0.6,4.8,CS16174
NY,Jefferson Valley-Yorktown CDP,110655,95.2,1.1,89.2,2.6,0.2,4.3,8.2,CS16175
NY,Jeffersonville village,41250,86.2,25,85,3.3,0,4.7,11.1,CS16176
NY,Jericho CDP,140242,95.5,5.1,70.8,1.9,0.1,25.4,3,CS16177
NY,Johnson City village,38371,89.4,18.8,82.9,6.3,0.2,5.3,4.2,CS16178
NY,Johnstown city,42950,89,14.1,95.4,1,0.1,1.3,2.4,CS16179
NY,Jordan village,50313,94.1,6.5,97.7,0.2,0.5,0.4,1.3,CS16180
NY,Kaser village,20048,76.4,73.7,99.5,0,0,0.1,0.9,CS16181
NY,Katonah CDP,109952,94.7,6.6,87.1,2.5,0.2,2.6,11.9,CS16182
NY,Keeseville village,37898,81.8,27,96.2,0.9,0.3,0.7,1.4,CS16183
NY,Kenmore village,51634,92.8,8.6,92.8,3,0.6,1,3.4,CS16184
NY,Kennedy CDP,38500,85.5,16.9,99.4,0,0,0,0.6,CS16185
NY,Kensington village,176667,96.6,3.2,87.2,0.7,0.1,8.7,2.2,CS16186
NY,Kerhonkson CDP,48453,82.8,13.6,92.6,1.8,0.7,1.3,7.8,CS16187
NY,Keuka Park CDP,30278,100,0,93.5,3.6,0.6,0.4,2.6,CS16188
NY,Kinderhook village,80938,97.8,2.3,96.9,0.2,0.2,0.6,3.8,CS16189
NY,Kings Park CDP,98384,93.5,5.3,94.1,1.1,0.1,2.4,5.3,CS16190
NY,Kings Point village,113160,88.6,6.5,91.4,0.8,0,3.4,1.7,CS16191
NY,Kingston city,40757,84.5,18.6,73.2,14.6,0.5,1.8,13.4,CS16192
NY,Kiryas Joel village,26099,64,56.6,99.2,0.1,0,0.1,1.3,CS16193
NY,Kysorville CDP,60694,64.3,45,95.5,4.5,0,0,0,CS16194
NY,Lackawanna city,35352,83.2,24.4,83.9,9.9,0.3,0.7,7.1,CS16195
NY,Lacona village,52500,88.4,19.9,96.9,0.7,0.2,0.7,1.5,CS16196
NY,La Fargeville CDP,49565,97.2,8.3,92.9,0.3,0.5,0.3,2.5,CS16197
NY,Lake Carmel CDP,86705,93.4,5.6,89.1,2.6,0.4,1.7,15.1,CS16198
NY,Lake Erie Beach CDP,60129,96.7,8.8,96.4,0.5,1.2,0.1,1.4,CS16199
NY,Lake George village,63026,88.2,7.8,96.6,0.4,0.1,1.1,2,CS16200
NY,Lake Grove village,94960,93.4,9.2,87.9,2.2,0.2,6.7,7.8,CS16201
NY,Lake Katrine CDP,31250,86,26,90.6,3,0.2,1.9,4.3,CS16202
NY,Lakeland CDP,61250,94.2,3.2,97.7,0.4,0.3,0.3,1.3,CS16203
NY,Lake Luzerne CDP,54545,89.3,9.9,97.7,0.2,0.2,0.7,1.5,CS16204
NY,Lake Mohegan CDP,104531,94.4,4.7,82.2,6.6,0.3,4.4,16.2,CS16205
NY,Lake Placid village,50766,91.1,9.8,95.8,0.9,0.3,1.8,1.3,CS16206
NY,Lake Ronkonkoma CDP,87296,91.8,6.2,89.2,2.4,0.2,4.5,10,CS16207
NY,Lake Success village,173533,90.6,5.7,67.2,3.4,0.1,27,2.8,CS16208
NY,Lakeview CDP,111319,82.4,9.8,5.8,81.4,0.7,0.8,15.2,CS16209
NY,Lakeville CDP,37500,78.4,56.8,91.9,0.3,1.1,2.4,0.9,CS16210
NY,Lakewood village,47143,93.9,10.5,96.2,0.7,0.3,1.3,1.5,CS16211
NY,Lancaster village,49991,94.3,7.4,97.4,0.7,0.3,0.2,1.4,CS16212
NY,Lansing village,61232,98.6,12.6,63.2,6.5,0.4,25,4.8,CS16213
NY,Larchmont village,152284,98.2,4.6,92.7,1.5,0.2,2.5,6.3,CS16214
NY,Lattingtown village,129479,91.1,4.1,95.1,0.5,0,2.7,2.4,CS16215
NY,Laurel CDP,103723,95.2,2.7,92,1.7,0,0.4,8.9,CS16216
NY,Laurel Hollow village,207500,97.3,8.2,89.4,1.5,0.2,7.7,2.3,CS16217
NY,Laurens village,42500,92.4,15.5,97.3,0,0,0.4,3.4,CS16218
NY,Lawrence village,140391,97.6,1.6,95.6,1.3,0,1.7,2.9,CS16219
NY,Leeds CDP,82159,80.7,20.6,91.2,3.2,0.5,1.6,6.1,CS16220
NY,Leicester village,60893,87.8,1.4,97,0.2,0,1.3,0.4,CS16221
NY,Le Roy village,50357,88.9,10.3,94.7,2.5,0.3,0.3,2.3,CS16222
NY,Levittown CDP,98810,92.4,3,88.9,0.9,0.1,5.7,11.5,CS16223
NY,Lewiston village,53704,96.8,6.8,95.8,1.4,0.7,1.1,1.4,CS16224
NY,Liberty village,34088,79.9,23.4,66.5,14.9,0.8,1.8,25.1,CS16225
NY,Lido Beach CDP,143333,96.4,2.1,96,0.7,0,1.8,3.6,CS16226
NY,Lima village,51581,91.6,17,95.7,0.6,0.3,1.6,2.5,CS16227
NY,Lime Lake CDP,44500,86.4,16.8,98.4,0.1,0.2,0.1,1.5,CS16228
NY,Lincolndale CDP,108299,98,3.4,95.2,0.9,0.1,1.3,5.8,CS16229
NY,Lincoln Park CDP,27500,85.2,18.6,87.1,4.5,0.5,2.2,6.7,CS16230
NY,Lindenhurst village,83532,89.4,5.8,92.1,1.5,0.1,1.9,9.7,CS16231
NY,Lisle village,48750,93,21.8,97.8,0.9,0.6,0,0.6,CS16232
NY,Little Falls city,38897,89,20.2,96.8,0.6,0.1,0.5,1.4,CS16233
NY,Little Valley village,31750,81.9,23.1,95.1,2.1,1.3,0.1,1.5,CS16234
NY,Liverpool village,56033,96,6.6,94.9,2.1,0.3,0.6,2.4,CS16235
NY,Livingston Manor CDP,47254,76.9,19.5,88.4,5,0.7,1.5,10.3,CS16236
NY,Livonia village,46250,96.7,18.8,99.1,0.1,0.1,0.2,1.3,CS16237
NY,Livonia Center CDP,72300,93.5,4.7,98.6,1,0,0,0.5,CS16238
NY,Lloyd Harbor village,202292,98.3,3.3,95.3,1,0.1,2.2,3.3,CS16239
NY,Lockport city,41298,88.8,16.2,87.5,7.2,0.5,0.5,3.2,CS16240
NY,Locust Valley CDP,85536,87.1,3.6,85.5,3.3,0.1,2.4,17.6,CS16241
NY,Lodi village,45781,90.8,10.4,97.6,0,0.7,1,1.4,CS16242
NY,Long Beach city,84831,93.9,7,83.2,6.4,0.3,2.7,14.1,CS16243
NY,Long Lake CDP,60000,73.9,13.7,96.5,1.6,0.2,0.4,1.5,CS16244
NY,Lorenz Park CDP,54583,88.1,13.1,82.2,9.7,0.1,2.6,5.2,CS16245
NY,Lorraine CDP,47500,88.4,4.6,97.1,0.6,0.6,1.1,1.1,CS16246
NY,Lowville village,51641,92.3,13.6,96.5,1.4,0.3,0.5,1.7,CS16247
NY,Lynbrook village,82189,93,4.9,85.3,3.7,0.1,4.5,13,CS16248
NY,Lyncourt CDP,44709,86.9,19.7,88.3,6.1,0.5,1.7,3.5,CS16249
NY,Lyndonville village,50441,92.4,6.7,94.3,1.6,1.3,0.5,2.3,CS16250
NY,Lyon Mountain CDP,35000,86.3,33.3,96,1.4,0.5,0.5,1.4,CS16251
NY,Lyons village,35318,84.6,23.2,83.8,10.6,0.3,0.3,5,CS16252
NY,Lyons Falls village,45645,88.6,6.4,97.3,1.2,0,0.4,1.9,CS16253
NY,Macedon village,67969,95.2,7.4,96.2,1.2,0.1,0.7,1.8,CS16254
NY,McGraw village,49844,84.9,10.2,95.5,0.9,0.8,0.3,0.9,CS16255
NY,Machias CDP,42125,93.9,11.9,97,1.9,0.2,0,0.2,CS16256
NY,Madison village,46563,81.2,11.9,99.7,0,0,0,0.3,CS16257
NY,Madrid CDP,33625,73.3,25,97.1,1.1,0.4,0.1,1.6,CS16258
NY,Mahopac CDP,95619,93.7,6.2,91.1,2.1,0.1,2,10.9,CS16259
NY,Malden-on-Hudson CDP,34434,76.1,0,96.5,1.5,0,0,10.4,CS16260
NY,Malone village,36667,81.2,31.1,96,0.6,1.1,0.8,1.6,CS16261
NY,Malverne village,106795,95.6,2.2,88.4,3.3,0,4.2,8.6,CS16262
NY,Malverne Park Oaks CDP,92292,100,0,86.1,5.7,0,3.8,8.7,CS16263
NY,Mamaroneck village,82035,87.7,8.5,76.8,4.1,0.3,4.9,24.3,CS16264
NY,Manchester village,52500,92.3,11.2,96.7,0.7,0.4,0.4,2.4,CS16265
NY,Manhasset CDP,107283,92.1,5.1,75.9,9.4,0.2,10.9,8.8,CS16266
NY,Manhasset Hills CDP,121759,89.9,0.9,55.8,0.7,0.1,39.5,5.8,CS16267
NY,Manlius village,71667,96.7,6,90.8,1.8,0.2,5.5,1.8,CS16268
NY,Mannsville village,67813,87.6,4.4,97.5,0,0,0.8,1.4,CS16269
NY,Manorhaven village,83253,92.7,9.4,67.3,1.4,0.3,17.7,27.1,CS16270
NY,Manorville CDP,104519,96,4.6,93.9,1.6,0.2,1.7,6.6,CS16271
NY,Marathon village,42039,93.6,16.8,98,0.2,0.5,0.3,1.2,CS16272
NY,Marcellus village,50455,98,5.6,96.6,0.3,0.3,0.7,1.4,CS16273
NY,Margaretville village,25673,81.2,19.4,92.3,0.8,1.2,4.7,2.9,CS16274
NY,Mariaville Lake CDP,80417,96.2,13.1,97,0.7,0,1.1,1.4,CS16275
NY,Marion CDP,40993,87.1,6.3,95.4,0.9,0.6,0.5,3.4,CS16276
NY,Marlboro CDP,65082,92.7,4.1,91,3.7,0.2,1,8,CS16277
NY,Massapequa CDP,119703,95.9,1.5,96.6,0.4,0.1,1.6,4.2,CS16278
NY,Massapequa Park village,110845,96.8,2.4,96.9,0.3,0,1.5,4.5,CS16279
NY,Massena village,37967,89.3,21.6,93.4,0.6,2.9,1,1.9,CS16280
NY,Mastic CDP,71789,86.3,12.9,76.5,9,0.7,2.1,21.8,CS16281
NY,Matinecock village,166375,97.9,2.6,94.7,1.9,0,2,6.2,CS16282
NY,Mattituck CDP,75391,94.9,3.3,93.6,1.6,0,0.9,6.8,CS16283
NY,Mattydale CDP,44882,91.1,16.6,89.7,4.6,0.9,0.8,3.5,CS16284
NY,Maybrook village,58621,90.6,10.9,76.6,11.4,0.5,1.9,20.2,CS16285
NY,Mayfield village,54405,91.2,6.9,98,0.5,0.2,0.6,1.7,CS16286
NY,Mayville village,48542,87.3,17.2,93.5,5.1,0.1,0.1,3.2,CS16287
NY,Mechanicstown CDP,50804,86.2,10.6,58.9,20.9,0.4,3.1,28.6,CS16288
NY,Mechanicville city,41042,90.4,16.3,95.3,0.8,0.2,1,2.5,CS16289
NY,Medford CDP,91035,89.3,6.6,83.3,6,0.4,2.6,17.8,CS16290
NY,Medina village,41538,90.8,17.4,87.2,6.8,0.8,0.7,5,CS16291
NY,Melrose Park CDP,90078,97.3,3.5,98.3,0,0,0.4,0.9,CS16292
NY,Melville CDP,121376,96,4.4,86.6,3.4,0.1,7.2,5,CS16293
NY,Menands village,62683,95.3,6.4,70.8,12.2,0.3,13.2,3.8,CS16294
NY,Meridian village,61042,91.1,7.2,95.8,0,0.3,0,2.3,CS16295
NY,Merrick CDP,132225,96.8,3.3,93.4,1.2,0.1,2.8,5.9,CS16296
NY,Merritt Park CDP,147808,98.4,3,52.2,9.4,0.2,34.2,8.6,CS16297
NY,Mexico village,51111,93.7,21.2,96.6,0.3,0.6,0.4,1.7,CS16298
NY,Middleburgh village,43482,88.3,14.2,95.7,0.5,0.4,0.6,2.7,CS16299
NY,Middle Island CDP,68847,93.8,10.7,83.6,8.2,0.4,3.5,9.3,CS16300
NY,Middleport village,47174,89.8,12.1,94.9,0.5,1,0.4,2.6,CS16301
NY,Middletown city,50441,83,19.6,52.4,21,0.8,1.9,39.7,CS16302
NY,Middleville village,63125,90.5,9.6,97.7,0,0,0.4,0.2,CS16303
NY,Milford village,37917,89.1,11.4,94.9,1.2,0.2,1.2,1.7,CS16304
NY,Millbrook village,75809,93.5,7.5,92.6,2,0.1,1,7.3,CS16305
NY,Miller Place CDP,106654,97.4,5.4,93.5,1.7,0.1,2.9,5,CS16306
NY,Millerton village,49563,83.9,12.8,81,5.3,0.1,1.6,13.7,CS16307
NY,Mill Neck village,140000,97.9,3.6,89.7,1.2,0,6.2,5.7,CS16308
NY,Millport village,45000,84.3,19,96.2,0.3,1.3,0,1,CS16309
NY,Milton CDP (Saratoga County),90417,99.2,3.1,96.1,1,0,1,1.5,CS16310
