State,City,%medianIncome,%highSchoolAbove25,%belowPoverty,%White,%Black,%NativeAmerican,%Asian,%Hispanic,ID
NY,Milton CDP (Ulster County),60972,94.3,11.3,90.2,4.6,0.6,0.8,10,CS16311
NY,Mineola village,88594,87.5,5.9,81.7,2,0.2,8.5,16.4,CS16312
NY,Minetto CDP,65170,93.9,13.7,97.5,0.1,0.4,0.8,1,CS16313
NY,Mineville CDP,57917,81.4,12,92.4,5.2,0.2,0.3,2.2,CS16314
NY,Minoa village,59209,98.3,2.7,95.4,0.7,0.7,2,0.8,CS16315
NY,Mohawk village,42941,95.5,17.1,96.7,1.1,0.2,0.6,1.5,CS16316
NY,Monroe village,106000,92.5,8.9,82.5,4.1,0.2,4.3,19.6,CS16317
NY,Monsey CDP,37426,78.5,46.9,95.1,2.5,0.1,0.2,3.6,CS16318
NY,Montauk CDP,72903,95.2,12.6,90.3,2.8,0.2,0.9,16.1,CS16319
NY,Montebello village,132614,95.2,1.7,88.3,3.2,0.1,5.7,5.5,CS16320
NY,Montgomery village,77907,90,4.3,85,7,0.1,1.1,13,CS16321
NY,Monticello village,26376,80,35.1,49.4,32.1,0.6,2.4,29.9,CS16322
NY,Montour Falls village,32702,83.6,24.9,97,0.9,0.1,0.1,1.4,CS16323
NY,Montrose CDP,78125,96.7,7.4,88.9,2.2,0,3,11.9,CS16324
NY,Mooers CDP,21875,82.5,21.5,99.5,0.2,0,0,0.7,CS16325
NY,Moravia village,51700,85.4,8.9,97.8,0.5,0.3,0,1.1,CS16326
NY,Moriches CDP,57656,89.6,6,89.8,2.8,0.2,2.8,8.7,CS16327
NY,Morris village,40000,95.3,10.1,96.6,1,0,0,3.3,CS16328
NY,Morrisonville CDP,41336,94.5,23.9,97,1.1,0.1,0.2,1.6,CS16329
NY,Morristown village,58750,90.4,6.7,98.2,0.8,0.8,0.3,0.5,CS16330
NY,Morrisville village,50652,89.5,15.3,73,20.4,0.4,1.4,6.7,CS16331
NY,Mountain Lodge Park CDP,86902,86.1,1.1,83.7,5,2.6,0.9,18.1,CS16332
NY,Mount Ivy CDP,70226,87.7,9.1,65.6,15.9,0.4,6,24.3,CS16333
NY,Mount Kisco village,68556,82.2,14,69.5,5.2,0.8,4.8,35.1,CS16334
NY,Mount Morris village,36875,84.5,21.4,92.5,2.1,0.6,0.6,9.3,CS16335
NY,Mount Sinai CDP,108642,93.4,6.3,92.1,1.5,0.1,4,5.8,CS16336
NY,Mount Vernon city,50952,84.6,15.3,24.3,63.4,0.5,1.8,14.3,CS16337
NY,Munnsville village,48125,91.3,14.5,96.8,0.6,1.3,0.4,0.6,CS16338
NY,Munsey Park village,209063,98,2.6,91.2,0.4,0,6.5,3.2,CS16339
NY,Munsons Corners CDP,39417,90.9,8,91.1,3,0.5,2.5,2.5,CS16340
NY,Muttontown village,230179,94.7,3.4,73.3,1.6,0.1,22.7,3.4,CS16341
NY,Myers Corner CDP,97500,94.4,3.6,83.4,5,0.2,7.1,10,CS16342
NY,Nanuet CDP,89650,88.4,5.1,66,14.9,0.2,12.4,13.7,CS16343
NY,Napanoch CDP,42363,94.7,18.2,89.4,3.4,0.6,0.5,11.8,CS16344
NY,Napeague CDP,59458,82.7,17.1,95.5,1,0.5,1.5,3,CS16345
NY,Naples village,47917,93.9,16.9,96.7,1,0.4,0.3,0.8,CS16346
NY,Narrowsburg CDP,41932,88.6,11.8,91.9,1.6,0,2.6,4.2,CS16347
NY,Nassau village,67188,95.8,5.8,96.4,1.1,0.1,0.2,1.1,CS16348
NY,Nedrow CDP,51944,89.4,12,78.2,9.5,7.6,0.6,2.9,CS16349
NY,Nelliston village,46000,81.3,15.9,96.5,0,0.3,0.2,2.2,CS16350
NY,Nelsonville village,107500,94.1,1.9,93.3,0.5,0.2,1.1,7.8,CS16351
NY,Nesconset CDP,117946,93.6,3,91.8,1.3,0.1,4.9,6.2,CS16352
NY,Newark village,31121,84.6,21.8,86.3,6.1,0.4,0.7,8.7,CS16353
NY,Newark Valley village,48083,95.7,10.2,96.8,0,0.2,0.6,1.7,CS16354
NY,New Berlin village,31563,78.8,22.4,97,0.8,0.2,0.3,1.4,CS16355
NY,Newburgh city,34348,70.1,34.2,39.4,30.2,1.7,1,47.9,CS16356
NY,New Cassel CDP,73702,70,13.2,26,38.2,0.8,1.4,53.9,CS16357
NY,New City CDP,119528,93.7,4.5,78.7,6.4,0.2,10.3,9,CS16358
NY,Newfane CDP,47127,90.6,13.1,96.3,0.8,0.4,0.5,1.2,CS16359
NY,Newfield Hamlet CDP,47411,75.6,4.4,93.4,1.1,1.1,0,1.6,CS16360
NY,New Hartford village,54961,95.1,10.8,95.6,1.2,0.1,0.9,2.3,CS16361
NY,New Hempstead village,107875,89.8,3.2,71.6,16,0.1,6.8,9.3,CS16362
NY,New Hyde Park village,103811,89.3,3.7,65.9,1.3,0.3,26,12.2,CS16363
NY,New Paltz village,41421,94.4,31.5,80.5,6.4,0.3,6,11.1,CS16364
NY,Newport village,34821,89.4,10.6,97.8,1.1,0,0.3,0.9,CS16365
NY,New Rochelle city,70036,82.9,11.1,65.2,19.3,0.5,4.2,27.8,CS16366
NY,New Square village,22470,70.6,70.5,99.2,0.1,0,0.1,0.4,CS16367
NY,New Windsor CDP,66443,86.7,5.3,75.9,11.6,0.3,1.9,21.3,CS16368
NY,New York City,53373,80.3,20.6,44,25.5,0.7,12.7,28.6,CS16369
NY,New York Mills village,32383,95.2,18.2,95.6,1.4,0.2,1.6,2.3,CS16370
NY,Niagara Falls city,31560,85.6,26.7,70.5,21.6,1.9,1.2,3,CS16371
NY,Nichols village,58750,94.7,16.7,99.6,0.2,0,0.2,0.8,CS16372
NY,Niskayuna CDP,100417,99,3.3,91,3.1,0.1,3,2.9,CS16373
NY,Nissequogue village,170250,96.6,3.5,92.5,0.9,0,5,3.4,CS16374
NY,Niverville CDP,90750,94,3.3,96.3,0.8,0.1,0.6,2,CS16375
NY,Norfolk CDP,31406,96.4,24.2,96.8,0.3,0.5,0.1,0.9,CS16376
NY,North Amityville CDP,70660,76.1,8,21.9,58.9,1.1,1,28.5,CS16377
NY,Northampton CDP,51333,73.6,9,53.7,27.5,0,0.4,19.6,CS16378
NY,North Babylon CDP,88139,93.4,5,84.9,6.2,0.1,4.1,12.7,CS16379
NY,North Ballston Spa CDP,62778,88.1,3.9,97.5,0.4,0,0.3,3.7,CS16380
NY,North Bay Shore CDP,81526,72.2,10.5,43.6,18.3,0.7,3.8,65,CS16381
NY,North Bellmore CDP,104806,95.1,4.3,89.5,2.6,0.1,4.6,7.7,CS16382
NY,North Bellport CDP,66023,79.4,20.4,53.9,26.5,1.4,2.6,29.3,CS16383
NY,North Boston CDP,52083,99.3,1.7,98.9,0.1,0,0.3,1,CS16384
NY,North Collins village,52992,88.9,5,94.2,0.2,2.3,0,3.7,CS16385
NY,North Creek CDP,37969,80.4,9.9,97.4,0.3,0.2,0.6,2.3,CS16386
NY,Northeast Ithaca CDP,54444,97.9,20.3,71.5,4.1,0.2,20.4,3.7,CS16387
NY,North Gates CDP,38968,84.7,13.8,80.8,10.3,0.3,4.4,6.6,CS16388
NY,North Great River CDP,105391,95.3,4.2,90,3,0.3,2,11.7,CS16389
NY,North Haven village,118750,97.9,3.1,97.6,0.1,0,1.4,2.9,CS16390
NY,North Hills village,114716,98.7,1.5,71.1,1.2,0,25.3,2.2,CS16391
NY,North Hornell village,57105,96.6,6.1,97.4,0,0.1,0.6,2.2,CS16392
NY,North Lindenhurst CDP,70799,85.3,9,81.5,5.1,0.3,3.1,19.3,CS16393
NY,North Lynbrook CDP,101094,85.1,4,81.6,3.4,0,5.7,15,CS16394
NY,North Massapequa CDP,102292,94.5,4.9,96,0.4,0,1.8,5.4,CS16395
NY,North Merrick CDP,117150,95.3,2.4,90.6,1.5,0.1,4.7,7.1,CS16396
NY,North New Hyde Park CDP,109264,91.7,3.8,65.7,0.7,0.3,29.1,7.2,CS16397
NY,North Patchogue CDP,86038,94.6,6,86.9,2.3,0.2,1.8,20.6,CS16398
NY,Northport village,112390,97.1,2.7,96.1,0.6,0,1.7,3.6,CS16399
NY,North Rose CDP,42250,83.7,2,93.2,0.8,0.5,0.2,4.2,CS16400
NY,North Sea CDP,72554,94.5,5.2,92.8,1.1,0.1,1.5,16.8,CS16401
NY,North Syracuse village,43411,92.6,8.6,93.7,2.3,0.8,0.7,2.6,CS16402
NY,North Tonawanda city,48235,92.1,10.1,96.5,0.8,0.4,0.7,1.7,CS16403
NY,North Valley Stream CDP,97868,90.7,4.4,28.8,48.1,0.5,12.9,14.5,CS16404
NY,Northville village,47875,93.4,12.3,96.7,0.6,0,0.6,1.9,CS16405
NY,Northville CDP,68507,98.8,5.1,92.6,1.1,0.2,0.7,5.8,CS16406
NY,North Wantagh CDP,95909,93.5,2.4,94.1,0.8,0.1,2.5,7.5,CS16407
NY,Northwest Harbor CDP,93750,98,6.5,88.1,2.6,0.4,1.7,18.2,CS16408
NY,Northwest Ithaca CDP,49948,91.8,19.8,83.5,8.4,0.1,3,3.4,CS16409
NY,Norwich city,38825,87.2,25.6,94.6,1.8,0.2,0.6,2.9,CS16410
NY,Norwood village,41734,89.1,19.5,96.1,0.3,0.5,0.7,1.1,CS16411
NY,Noyack CDP,77988,91,11.6,93,1.2,0.3,1.5,9.4,CS16412
NY,Nunda village,40167,89.9,23.1,96.7,0.9,0.2,0.3,1.7,CS16413
NY,Nyack village,64464,87.7,17.6,63.3,24,0.4,4,13.9,CS16414
NY,Oakdale CDP,84655,94.5,3.3,96.5,1.2,0,1.3,3.9,CS16415
NY,Oakfield village,52702,86.6,10,95.3,1.8,0.5,0.3,3,CS16416
NY,Ocean Beach village,58750,96.9,3.1,100,0,0,0,1.3,CS16417
NY,Oceanside CDP,95690,94.3,5.5,92.2,1.3,0.1,2.7,9.2,CS16418
NY,Odessa village,45278,91.6,18.5,98.5,0,0,0,0.5,CS16419
NY,Ogdensburg city,36135,84,23.5,88.3,7.3,0.8,0.8,3.5,CS16420
NY,Olcott CDP,57775,92.9,16.9,96.9,0.4,0.3,0.3,2.3,CS16421
NY,Old Bethpage CDP,117600,96.2,2.8,92.1,0.2,0,6.2,3.4,CS16422
NY,Old Brookville village,194205,95.5,3.8,82.9,2,0,11.2,5.7,CS16423
NY,Old Field village,208750,99,5,89.8,0.9,0.7,6.3,2.8,CS16424
NY,Old Forge CDP,24559,88.5,14.7,97,0.4,0.7,0.3,1.2,CS16425
NY,Old Westbury village,168750,97.4,3.2,65.6,16,0.3,12.3,6.8,CS16426
NY,Olean city,38450,91.5,23.7,90.6,3.7,0.7,1.3,2.3,CS16427
NY,Oneida city,46149,87.3,17.3,94.1,1.2,2.1,0.8,1.4,CS16428
NY,Oneida Castle village,51406,95.3,10.1,94.9,0.3,1.4,0.8,0.5,CS16429
NY,Oneonta city,40186,93.3,29.5,89.6,3.5,0.2,2.4,5.9,CS16430
NY,Ontario CDP,29025,88.3,20.4,96.3,1.5,0.2,0.3,1.3,CS16431
NY,Orangeburg CDP,80814,89.7,13.7,77.3,4,0.2,13.2,10.9,CS16432
NY,Orange Lake CDP,93590,90,8.3,67.9,18.7,0.4,4.1,18.6,CS16433
NY,Orchard Park village,75536,98.5,2.5,96.2,0.9,0.4,1.1,1.8,CS16434
NY,Orient CDP,75375,97.1,1.8,96.1,1.1,0.1,0.8,2.2,CS16435
NY,Oriskany village,46394,95.1,6.6,97.9,0.6,0.1,0,0.9,CS16436
NY,Oriskany Falls village,54063,89.8,8.7,96.4,0.5,0,1,0.5,CS16437
NY,Ossining village,61746,72.1,13.8,54.6,17.2,0.6,4.2,41.4,CS16438
NY,Oswego city,38113,87.3,29.1,94.8,1.3,0.3,1.2,4.4,CS16439
NY,Otego village,55202,92.9,9.8,93.5,1.6,0.1,1.3,2.6,CS16440
NY,Otisville village,83162,89.2,6.7,88.7,6.7,0.2,2.1,11.2,CS16441
NY,Ovid village,43393,82.7,11.8,93.7,1.7,0.2,0.8,2.3,CS16442
NY,Owego village,47760,92.5,13.4,93.8,1.7,0.3,1.5,2.4,CS16443
NY,Oxford village,46287,90.5,12.5,96.8,0.5,0.1,0.2,2.5,CS16444
NY,Oyster Bay CDP,91453,91.5,3.6,85,3.3,0.3,2.9,16.7,CS16445
NY,Oyster Bay Cove village,210288,97.6,0.5,88.8,1.6,0,8.5,2.2,CS16446
NY,Painted Post village,51458,91.4,7.2,95.1,1.9,0.3,0.9,0.8,CS16447
NY,Palatine Bridge village,39000,85.5,11.7,98,0.1,0.1,0.5,1.6,CS16448
NY,Palenville CDP,50106,97.5,6.1,96,0.8,0.1,1.4,3.4,CS16449
NY,Palmyra village,38577,90.3,22.1,96.6,0.9,0.4,0.4,1.1,CS16450
NY,Pamelia Center CDP,85986,100,2.2,90.2,1.5,0.8,5.7,1.1,CS16451
NY,Panama village,36691,88.7,11,97.7,0.2,0.6,0.4,1.9,CS16452
NY,Parish village,54444,93.1,13.4,97.3,0.9,0,0.7,1.6,CS16453
NY,Parishville CDP,50036,92.7,17.6,98.3,0.2,0.3,0.2,0.9,CS16454
NY,Patchogue village,68117,85.9,15.1,76.2,5.8,0.5,1.6,29.6,CS16455
NY,Pavilion CDP,64250,97,2.9,98,1.2,0.5,0,0.5,CS16456
NY,Pawling village,56000,87.8,11.2,83.6,2.3,0.8,3.7,16.5,CS16457
NY,Peach Lake CDP,113375,97.4,6.1,96.6,0.3,0.1,1,4.5,CS16458
NY,Pearl River CDP,96233,91.9,7.2,92.6,0.8,0.2,3.8,7,CS16459
NY,Peconic CDP,66442,85,0,90,4.2,0,0.1,10.2,CS16460
NY,Peekskill city,52125,80.8,11.8,51.3,23.6,0.6,3,36.9,CS16461
NY,Pelham village,123672,92.7,2.9,76.9,9.5,0.1,6,12.3,CS16462
NY,Pelham Manor village,188659,97.6,2.8,89.6,2.1,0,4.3,7.2,CS16463
NY,Penn Yan village,33586,86.1,26.3,95.7,1.1,0.2,0.6,2.7,CS16464
NY,Perry village,46462,86.7,14.6,97,0.7,0.3,0.2,2.4,CS16465
NY,Peru CDP,69713,96.2,7.5,97.2,0.9,0.1,0.8,2.1,CS16466
NY,Phelps village,51992,94.1,11.4,96.5,0.4,0.4,0.4,2.4,CS16467
NY,Philadelphia village,46071,88.6,17.6,84.2,6.5,0.4,1.5,6.2,CS16468
NY,Philmont village,43188,81.6,19.9,92.1,1.9,0.1,0.7,3.1,CS16469
NY,Phoenicia CDP,37586,100,5.6,96.1,0,0,1,1.9,CS16470
NY,Phoenix village,34476,89.7,24.1,96.1,0.8,0.7,0.5,1.3,CS16471
NY,Piermont village,92445,94.9,5.6,86.1,3.3,0,6.1,9.9,CS16472
NY,Pierrepont Manor CDP,61129,94.9,0,100,0,0,0,1.3,CS16473
NY,Piffard CDP,55750,91.1,2.3,91.4,3.2,0.9,0,2.7,CS16474
NY,Pike CDP,34653,90.3,27.5,99.2,0,0,0.3,1.9,CS16475
NY,Pine Bush CDP,38405,89.8,11.3,90.8,2.5,0.1,1.6,9.2,CS16476
NY,Pine Hill CDP,52938,91,14.4,91.6,1.5,0.4,0.4,9.5,CS16477
NY,Pine Plains CDP,60167,88.3,8.4,91.6,0.7,0.2,1.1,8.4,CS16478
NY,Pine Valley CDP,50583,84.7,25.3,96.3,0.6,0,0.7,2,CS16479
NY,Pittsford village,84135,97.1,5.1,96.9,0.7,0.1,1.2,2.4,CS16480
NY,Plainedge CDP,108287,93.2,2.7,92,0.8,0.2,4.5,7.8,CS16481
NY,Plainview CDP,123856,95.7,2.8,86.6,0.5,0.1,10.7,4,CS16482
NY,Plandome village,"250,000+",99.4,3.8,94.7,0.8,0.1,3.6,2.2,CS16483
NY,Plandome Heights village,213000,98.1,2.7,89.2,0.2,0.2,8.6,4.5,CS16484
NY,Plandome Manor village,170625,96,1.7,91.5,0.1,0,6.1,2.5,CS16485
NY,Plattekill CDP,33892,79,25.9,64.5,11,0.2,0.2,44.4,CS16486
NY,Plattsburgh city,37346,88.7,25.3,89.9,3.5,0.4,2.8,3.4,CS16487
NY,Plattsburgh West CDP,40363,75.8,24.7,95.1,1.5,0.3,0.5,1.6,CS16488
NY,Pleasant Valley CDP,64423,91.9,7.8,94,2.5,0.1,1,3.8,CS16489
NY,Pleasantville village,105625,95,2.1,85.7,4.2,0.1,4.5,11.7,CS16490
NY,Plessis CDP,83313,100,0,97.6,0.6,0.6,0,3.7,CS16491
NY,Poestenkill CDP,71932,85.8,0.3,98.2,0.1,0.3,0.2,1.1,CS16492
NY,Point Lookout CDP,111534,97.7,0,97.8,0.5,0,1,3.2,CS16493
NY,Poland village,61750,94.4,7.3,98.4,0.4,0.6,0,1,CS16494
NY,Pomona village,128661,91.7,8,66,19.1,0.2,9.3,7.1,CS16495
NY,Poquott village,120417,96.6,3.6,88.2,2,0.4,6.6,4.2,CS16496
NY,Port Byron village,48512,89.3,16.3,95.1,1.4,0.2,0,2.9,CS16497
NY,Port Chester village,55437,68.3,13.3,61.1,6.5,0.9,2.1,59.4,CS16498
NY,Port Dickinson village,49777,96.5,11,95.1,2,0,0.6,1.1,CS16499
NY,Port Ewen CDP,56738,89.9,5.1,89.9,4,0.2,1.6,3.8,CS16500
NY,Port Gibson CDP,58854,64.6,8.9,95.1,2.6,0.4,0,1.5,CS16501
NY,Port Henry village,33571,85.7,19.5,97.9,0.3,0,0.3,2.9,CS16502
NY,Port Jefferson village,110681,98.3,5.4,88.5,1.6,0.2,6.1,6.5,CS16503
NY,Port Jefferson Station CDP,86360,92.8,14.2,85.2,2.5,0.1,5.4,14.8,CS16504
NY,Port Jervis city,41682,83.2,17.2,82.2,7.4,0.7,1.3,11.9,CS16505
NY,Port Leyden village,30735,88.2,26.2,98.2,1,0,0,0.3,CS16506
NY,Portville village,51010,92,15,96.3,1.2,0.2,0.1,1.4,CS16507
NY,Port Washington CDP,106005,93,3.5,82.2,2.4,0.2,8,13.4,CS16508
NY,Port Washington North village,106902,96.8,2.4,86.4,1.6,0.1,8.3,6.3,CS16509
NY,Potsdam village,36300,92.5,28.8,88.9,2.8,0.4,4.9,2.9,CS16510
NY,Poughkeepsie city,38919,79.6,24.1,50.9,33.5,0.9,1.6,19.5,CS16511
NY,Prattsburgh CDP,38988,79.6,13.9,96.6,1.8,0.2,0.2,1.4,CS16512
NY,Prattsville CDP,42639,71.2,28.9,98.6,0,0.3,0,0.6,CS16513
NY,Preston-Potter Hollow CDP,50875,82.5,7.9,97,1.4,0,0.3,0.8,CS16514
NY,Prospect village,47143,92.9,6.1,98.6,0,0,1.4,0,CS16515
NY,Pulaski village,45000,92.6,20,97.3,0.8,0.5,0.4,1.6,CS16516
NY,Pultneyville CDP,74444,97.9,0,96.6,1,0.6,0.1,0.9,CS16517
NY,Putnam Lake CDP,82083,88.3,2.9,88,3.8,0.2,1.7,13.8,CS16518
NY,Quiogue CDP,68056,94.8,10.5,80,8.2,1,2.1,19,CS16519
NY,Quogue village,85000,98,6.2,91.8,1.8,0.2,1,6,CS16520
NY,Ransomville CDP,69875,91.7,12.8,96.1,1.1,0.8,0.2,1.8,CS16521
NY,Rapids CDP,65357,91.7,2,95.5,1.7,0.1,1.1,1.2,CS16522
NY,Ravena village,48895,90.8,12,90.2,4.4,0.2,0.9,7.5,CS16523
NY,Red Creek village,34028,84.9,24.1,97,1.3,0.9,0.4,3,CS16524
NY,Red Hook village,50153,90.1,13.6,91.4,1,0.3,3.5,6.5,CS16525
NY,Red Oaks Mill CDP,76855,97.2,5.7,86,6.2,0.2,3.7,7.9,CS16526
NY,Redwood CDP,36891,69.4,9.8,97.7,0.5,0.3,0.2,2,CS16527
NY,Remsen village,40769,88.8,25.5,98,0.6,0,0.2,0.6,CS16528
NY,Remsenburg-Speonk CDP,103575,98.9,10.6,93.1,1.2,0.1,0.8,7.9,CS16529
NY,Rensselaer city,47114,89.6,19.6,80.2,8,0.3,6.1,4.8,CS16530
NY,Rensselaer Falls village,31691,89.2,22.1,95.5,0.9,1.2,0.3,3,CS16531
NY,Retsof CDP,70156,100,0,95.9,1.2,0,0,1.2,CS16532
NY,Rhinebeck village,46944,93.3,11.2,91.9,1.7,0,2.1,6.7,CS16533
NY,Rhinecliff CDP,62331,88.6,2.1,93.4,2.8,0,0.7,1.9,CS16534
NY,Richburg village,38125,87.6,29.3,98.9,0,0,0.7,0.4,CS16535
NY,Richfield Springs village,34393,82.6,16.4,96.5,0.4,0.9,1,1.3,CS16536
NY,Richmondville village,43214,78.6,12.5,95.9,1.3,0.5,0.3,3.3,CS16537
NY,Richville village,47250,89,16.8,98.5,0.3,0,0,0.9,CS16538
NY,Ridge CDP,58885,92.1,6.4,90.8,4.9,0.2,1.8,5.6,CS16539
NY,Rifton CDP,52974,100,10.8,92.8,2,0.2,1.1,6.4,CS16540
NY,Ripley CDP,30152,83.7,20.3,97,0,0.3,0,2.2,CS16541
NY,Riverhead CDP,52876,84.5,15.4,66.1,15.8,0.6,1.7,25.3,CS16542
NY,Riverside village,42500,87.6,16.3,95.8,3,0.4,0,2.2,CS16543
NY,Riverside CDP,39571,70.9,11.4,56.4,25.7,1.2,0.3,30,CS16544
NY,Rochester city,30960,80.5,33.5,43.7,41.7,0.5,3.1,16.4,CS16545
NY,Rock Hill CDP,91786,95.4,4.2,81.1,9.4,0.5,4.9,12.4,CS16546
NY,Rockville Centre village,106415,96.1,4.9,88.7,4.6,0.1,2.1,9,CS16547
NY,Rocky Point CDP,91661,94.7,5.3,93.7,1.5,0.1,1.6,7,CS16548
NY,Rodman CDP,61250,92.5,2.4,96.7,0,0.7,1.3,0,CS16549
NY,Rome city,43323,87.8,18.6,87.4,7.1,0.3,1.1,5.3,CS16550
NY,Romulus CDP,55227,83.5,11.6,94.9,2,0.5,0,2.4,CS16551
NY,Ronkonkoma CDP,85788,92.3,4.9,89,2.1,0.1,4.6,10.2,CS16552
NY,Roosevelt CDP,65469,76,13.3,13.9,63.1,0.8,0.6,34.1,CS16553
NY,Roscoe CDP,48438,86.4,9.8,95,1.5,0,1.3,5.2,CS16554
NY,Rosendale Hamlet CDP,58618,92.3,6.6,90.9,2.9,0,1,7.9,CS16555
NY,Roslyn village,87019,96.6,7.9,84.1,2.2,0.2,8.8,11.2,CS16556
NY,Roslyn Estates village,206719,98.7,3.7,90.2,0.4,0,8.2,1.4,CS16557
NY,Roslyn Harbor village,160250,98.1,2.9,83.6,1.4,0.1,11.8,5.3,CS16558
NY,Roslyn Heights CDP,103105,93.6,5.8,66,6.4,0.2,20.7,8.5,CS16559
NY,Rotterdam CDP,60269,93.2,7,94.4,1.5,0.2,1.2,2.5,CS16560
NY,Round Lake village,77813,98.6,4.6,94.4,0.8,0.6,1.4,1.8,CS16561
NY,Rouses Point village,60556,90.7,10.9,96.2,0.8,0.2,1.4,1.5,CS16562
NY,Rushford CDP,38563,87.1,15.3,98.9,0.6,0.3,0.3,1.4,CS16563
NY,Rushville village,37386,89.7,28.1,95.7,0.9,0.3,0.3,1,CS16564
NY,Russell Gardens village,158750,96.1,3.3,76.5,0.3,0,20.5,3.9,CS16565
NY,Rye city,155273,97,3.6,89.5,1.5,0.1,6,6.5,CS16566
NY,Rye Brook village,131488,91.8,5,89,1.5,0.2,4.5,11.1,CS16567
NY,Sackets Harbor village,58819,97.1,4.6,94.6,1.8,0.6,0.7,3.2,CS16568
NY,Saddle Rock village,124375,94.4,3.9,90,0.4,0,6.5,1.7,CS16569
NY,Saddle Rock Estates CDP,147969,100,0,95.3,0,0,2.4,0.4,CS16570
NY,Sagaponack village,196250,100,1,96.2,1.3,0,0.6,2.2,CS16571
NY,Sag Harbor village,100900,91.9,5.9,87,7.2,1,1.4,13.1,CS16572
NY,St. Bonaventure CDP,34883,89.1,12.3,88.3,5.5,0.2,3.3,3.7,CS16573
NY,St. James CDP,93034,94.1,4.6,95.1,0.6,0.1,2,5.6,CS16574
NY,St. Johnsville village,34679,84.9,25.3,97.7,0.8,0.2,0.2,2,CS16575
NY,St. Regis Falls CDP,40357,86.6,20.9,96.6,0.2,1.1,0,2.2,CS16576
NY,Salamanca city,30557,83.9,28.1,77,0.9,16.9,0.5,3.3,CS16577
NY,Salem village,47083,91.3,8.2,96.6,1.5,0,0.2,1.5,CS16578
NY,Salisbury CDP,99015,90.7,4.6,78.8,2,0.1,12.6,14.7,CS16579
NY,Salisbury Mills CDP,106607,96.4,8.4,96.3,0.2,0.4,1.3,7.3,CS16580
NY,Saltaire village,161250,100,0,100,0,0,0,0,CS16581
NY,Salt Point CDP,127875,88.7,2.1,93.2,3.2,0,2.1,1.1,CS16582
NY,Sanborn CDP,53598,89.4,5.3,91.7,4.4,1.6,0.3,1.6,CS16583
NY,Sand Ridge CDP,34015,70.9,17.3,97.1,1.1,0.5,0,1.5,CS16584
NY,Sands Point village,185119,95.3,0.9,88.6,0.8,0,8.2,4.7,CS16585
NY,Sandy Creek village,47679,93.4,20.7,96.9,0.5,1,0.8,2.1,CS16586
NY,Saranac Lake village,43795,92.1,16.7,94.9,1.5,0.7,0.9,1.8,CS16587
NY,Saratoga Springs city,70187,94.6,6.8,92.3,2.6,0.2,2,3.2,CS16588
NY,Saugerties village,44350,85.8,12.8,91.8,2.3,0.5,1.1,7.6,CS16589
NY,Saugerties South CDP,62386,92.2,7.7,94,1.6,0.4,0.9,6.2,CS16590
NY,Savannah CDP,38929,79.2,8.9,98.2,1.1,0.4,0,1.4,CS16591
NY,Savona village,49500,90.3,23.4,97.5,0.8,0.1,0.2,0.7,CS16592
NY,Sayville CDP,105712,94.7,2.4,95.4,1.1,0.1,1.8,4.8,CS16593
NY,Scarsdale village,242782,98.8,2.3,82.7,1.5,0,13,3.9,CS16594
NY,Schaghticoke village,50625,93.8,11.1,96.3,1.2,1,0.8,0.8,CS16595
NY,Schenectady city,40755,84.3,22.8,61.4,20.2,0.7,3.6,10.5,CS16596
NY,Schoharie village,45417,85.4,17.4,97,1.2,0.1,0.1,2.5,CS16597
NY,Schroon Lake CDP,53750,97.1,4,96.4,0.5,0.6,0.4,1.2,CS16598
NY,Schuylerville village,54766,89.2,11,96.4,1.2,0.1,0.6,3.3,CS16599
NY,Scio CDP,58250,95.4,14.6,97.4,0.7,0,0.3,1.1,CS16600
NY,Scotchtown CDP,65991,91.5,4.3,61.7,20.9,0.4,4.1,25.1,CS16601
NY,Scotia village,54607,95.6,6.1,95.4,1.2,0.2,1.1,2.8,CS16602
NY,Scottsburg CDP,60500,97,13.8,98.3,0,0,1.7,0,CS16603
NY,Scotts Corners CDP,78594,96.1,10.7,95.8,1.1,0,1,6.2,CS16604
NY,Scottsville village,52917,92.3,12.7,88.9,6.2,0.3,0.8,3.7,CS16605
NY,Sea Cliff village,110997,97.1,4.8,92.8,2.4,0.1,1.9,6.8,CS16606
NY,Seaford CDP,106795,94.9,2.9,95.4,0.5,0.1,2.2,5,CS16607
NY,Searingtown CDP,156875,93.6,0.8,56.7,1,0.1,39,3.6,CS16608
NY,Selden CDP,88187,89.4,7.8,86,3.3,0.2,4.4,13.9,CS16609
NY,Seneca Knolls CDP,53611,94.8,5.8,95.8,1,0.9,0.2,1.6,CS16610
NY,Setauket-East Setauket CDP,125370,97,2.5,89.1,1.2,0.1,7.4,5.2,CS16611
NY,Sharon Springs village,46875,85,15.6,94.6,0.7,0.2,1.4,4.3,CS16612
NY,Shelter Island CDP,74855,98,2.3,94.4,0.9,1.4,0.5,5.6,CS16613
NY,Shelter Island Heights CDP,116579,100,0,94.3,1.5,0.3,0.4,3.9,CS16614
NY,Shenorock CDP,120357,93.8,0.4,93.2,0.7,0.4,2.4,7.4,CS16615
NY,Sherburne village,35288,87.5,22.4,97.2,0.8,0.3,0.5,2.1,CS16616
NY,Sherman village,35238,85.8,14,97.8,0.1,0,0,1,CS16617
